Category	Term	Count	%	PValue	Genes	List Total	Pop Hits	Pop Total	Fold Enrichment	Bonferroni	Benjamini	FDR
GOTERM_BP_DIRECT	GO:0009615~response to virus	6	3.061224489795918	0.0011443097357272697	IFIT3, IFIT1, IFITM2, IFITM3, DUOX2, HSPB1	170	84	18082	7.597478991596639	0.7543204018518941	0.11980477450122418	1.8388486051779895
GOTERM_BP_DIRECT	GO:0042493~response to drug	11	5.612244897959184	0.0013534695052762774	TXNIP, RET, APOD, PLIN2, XBP1, ANXA1, CDH1, COL1A1, LOX, GAL, MGST1	170	339	18082	3.451362137775464	0.8099518028920369	0.12922628140251313	2.1715091640865603
GOTERM_BP_DIRECT	GO:0048704~embryonic skeletal system morphogenesis	5	2.5510204081632653	0.0017329358781189908	HOXB8, SIX1, FOXC2, ALX4, DLG1	170	55	18082	9.669518716577539	0.880736791949715	0.15089375022980356	2.7723369861566316
GOTERM_BP_DIRECT	GO:0034341~response to interferon-gamma	4	2.0408163265306123	0.001780394718869283	IFITM2, IFITM3, H2-EB1, H2-AA	170	26	18082	16.363800904977374	0.8874895671747074	0.1444841563791307	2.847236835464595
GOTERM_BP_DIRECT	GO:0007155~cell adhesion	13	6.63265306122449	0.002058052233616079	RET, CYP1B1, CDH1, VTN, CLDN11, LY9, TINAGL1, EMILIN1, ISLR, LYVE1, OMD, EMB, SPP1	170	485	18082	2.851012734990904	0.9200034696769452	0.1549713958059732	3.2843539224128193
GOTERM_BP_DIRECT	GO:0001503~ossification	6	3.061224489795918	0.0020714171843867635	FOXC2, MGP, BMP7, RUNX3, BMP5, SPP1	170	96	18082	6.6477941176470585	0.9213062346708065	0.14690721220162117	3.3053477832967415
GOTERM_BP_DIRECT	GO:0002504~antigen processing and presentation of peptide or polysaccharide antigen via MHC class II	3	1.530612244897959	0.0029942846961818832	H2-EB1, H2-AA, H2-AB1	170	9	18082	35.45490196078431	0.9746885909020605	0.19447795431009862	4.744704286385559
GOTERM_BP_DIRECT	GO:0031340~positive regulation of vesicle fusion	3	1.530612244897959	0.0029942846961818832	PLA2G4A, ANXA1, ANXA2	170	9	18082	35.45490196078431	0.9746885909020605	0.19447795431009862	4.744704286385559
GOTERM_BP_DIRECT	GO:0010977~negative regulation of neuron projection development	5	2.5510204081632653	0.0030253824135562848	FKBP4, VIM, EFEMP1, H2-D1, LPAR1	170	64	18082	8.309742647058824	0.975638248368202	0.18647164409754846	4.792854110422695
GOTERM_BP_DIRECT	GO:0008285~negative regulation of cell proliferation	11	5.612244897959184	0.0033470248039966493	IFIT3, ALDH1A2, KAT2B, CYP1B1, IRF6, IFITM3, NDRG1, GJB6, BMP7, GAL, BMP5	170	384	18082	3.0469056372549024	0.9835977203349335	0.1945333003311217	5.289527895230717
GOTERM_BP_DIRECT	GO:0051592~response to calcium ion	5	2.5510204081632653	0.003767614140937611	TXNIP, PLA2G4A, SDC1, SLC25A13, ANXA5	170	68	18082	7.820934256055363	0.9902239360820698	0.2065707595089471	5.9353260392087215
GOTERM_BP_DIRECT	GO:0045087~innate immune response	11	5.612244897959184	0.004456706562159548	IFIT3, IFIT1, C4B, C3, IFITM2, IFITM3, ANXA1, CFH, SERPING1, LY9, CLEC7A	170	400	18082	2.925029411764706	0.9958145208562469	0.22954057794471838	6.9844771752597286
GOTERM_BP_DIRECT	GO:0006954~inflammatory response	10	5.1020408163265305	0.005140102268396934	PLP1, SDC1, C4B, C3, ANXA1, IL17RE, CLEC7A, PTGFR, GAL, SPP1	170	344	18082	3.091997264021888	0.9981964835816736	0.24962529370518372	8.014103184891418
GOTERM_BP_DIRECT	GO:0034976~response to endoplasmic reticulum stress	5	2.5510204081632653	0.0056036985721348645	PDIA3, XBP1, SDF2L1, HSPA5, PDIA4	170	76	18082	6.997678018575851	0.9989815320035451	0.2588420764039643	8.706473787441649
GOTERM_BP_DIRECT	GO:0043010~camera-type eye development	5	2.5510204081632653	0.006141438024239719	ALDH1A2, LMX1B, CRYAB, EFEMP1, FOXC2	170	78	18082	6.818250377073906	0.9994752658474458	0.26998664463607935	9.503449291168398
GOTERM_BP_DIRECT	GO:0007275~multicellular organism development	19	9.693877551020408	0.0077724841653008915	LMX1B, VANGL1, EOMES, MGP, MLF1, PAQR5, EYA2, HOXB8, EBF3, XBP1, SIX1, FOXC2, PDGFD, TLX3, BMP7, WNT6, ALX4, ANGPT2, BMP5	170	1029	18082	1.9639741610930088	0.9999299492694567	0.3179495390780058	11.881053095090465
GOTERM_BP_DIRECT	GO:0001935~endothelial cell proliferation	3	1.530612244897959	0.008417781205465859	XBP1, LOXL2, DLG1	170	15	18082	21.27294117647059	0.9999684482549179	0.3287481204131151	12.805429336836305
GOTERM_BP_DIRECT	GO:0006836~neurotransmitter transport	4	2.0408163265306123	0.008536776644843674	SLC6A20A, SLC6A12, SLC6A13, SLC18A3	170	45	18082	9.454640522875817	0.999972765265026	0.32246694648034324	12.974891383960397
GOTERM_BP_DIRECT	GO:0009636~response to toxic substance	5	2.5510204081632653	0.008633395866292259	SDC1, CYP1B1, CYP2F2, CDH1, INMT	170	86	18082	6.183994528043776	0.9999758324152985	0.31590648542838407	13.112259959093375
GOTERM_BP_DIRECT	GO:0071230~cellular response to amino acid stimulus	6	3.061224489795918	0.00933673015428537	XBP1, COL3A1, COL1A2, CDH1, COL1A1, PDGFD	170	137	18082	4.658308286818377	0.9999898760244144	0.32737852785821997	14.106112852630337
GOTERM_BP_DIRECT	GO:0008360~regulation of cell shape	6	3.061224489795918	0.009901848660940387	EZR, ERMN, ANXA1, MYL12A, LPAR1, DLG1	170	139	18082	4.591282268303004	0.9999949703932073	0.33413763678907016	14.896919679051468
GOTERM_BP_DIRECT	GO:0006986~response to unfolded protein	4	2.0408163265306123	0.012029301357997086	XBP1, HSPB1, DNAJC3, MANF	170	51	18082	8.34232987312572	0.9999996400659132	0.38036459446603066	17.81315252378065
GOTERM_BP_DIRECT	GO:0051591~response to cAMP	4	2.0408163265306123	0.012029301357997086	SDC1, THBD, DUOX2, COL1A1	170	51	18082	8.34232987312572	0.9999996400659132	0.38036459446603066	17.81315252378065
GOTERM_BP_DIRECT	GO:0060037~pharyngeal system development	3	1.530612244897959	0.012043028252729175	SIX1, BMP7, BMP5	170	18	18082	17.727450980392156	0.9999996461451776	0.3713617753662646	17.831660647635584
GOTERM_BP_DIRECT	GO:0043065~positive regulation of apoptotic process	9	4.591836734693878	0.013637071653456284	TXNIP, ALDH1A2, PLA2G4A, CYP1B1, ANXA1, LPAR1, BMP7, GAL, ANXA5	170	335	18082	2.8575592625109745	0.9999999511297211	0.3995789583896965	19.954530956424044
GOTERM_BP_DIRECT	GO:0048705~skeletal system morphogenesis	4	2.0408163265306123	0.014040015023217048	HOXB8, SIX1, COL1A1, ALX4	170	54	18082	7.878867102396514	0.999999970386553	0.39941676517029145	20.482943402896016
GOTERM_BP_DIRECT	GO:0046597~negative regulation of viral entry into host cell	3	1.530612244897959	0.014774016514145871	IFITM2, GSN, IFITM3	170	20	18082	15.95470588235294	0.999999988116053	0.4062955475625075	21.437097737352452
GOTERM_BP_DIRECT	GO:0007389~pattern specification process	4	2.0408163265306123	0.01700038551313479	SIX1, ALX4, BMP7, BMP5	170	58	18082	7.3354969574036515	0.9999999992579998	0.44230068323742366	24.265941008587568
GOTERM_BP_DIRECT	GO:0042542~response to hydrogen peroxide	4	2.0408163265306123	0.01700038551313479	TXNIP, SDC1, CRYAB, COL1A1	170	58	18082	7.3354969574036515	0.9999999992579998	0.44230068323742366	24.265941008587568
GOTERM_BP_DIRECT	GO:0043588~skin development	4	2.0408163265306123	0.01700038551313479	IRF6, COL3A1, COL1A1, ARRDC3	170	58	18082	7.3354969574036515	0.9999999992579998	0.44230068323742366	24.265941008587568
GOTERM_BP_DIRECT	GO:0045582~positive regulation of T cell differentiation	3	1.530612244897959	0.017744581174431152	XBP1, H2-AA, CD74	170	22	18082	14.504278074866312	0.9999999997068059	0.447470399921186	25.190009371119327
GOTERM_BP_DIRECT	GO:0016064~immunoglobulin mediated immune response	3	1.530612244897959	0.017744581174431152	C4B, CD74, IL13RA2	170	22	18082	14.504278074866312	0.9999999997068059	0.447470399921186	25.190009371119327
GOTERM_BP_DIRECT	GO:0001501~skeletal system development	5	2.5510204081632653	0.018061341008851362	COL3A1, COL1A2, FOXC2, COL1A1, BMP5	170	107	18082	4.970313358988455	0.9999999998025653	0.44458652683129496	25.580111424494632
GOTERM_BP_DIRECT	GO:1903334~positive regulation of protein folding	2	1.0204081632653061	0.018605781045340802	PDIA3, PDIA4	170	2	18082	106.36470588235294	0.9999999998999711	0.4458938667728152	26.246154245879737
GOTERM_BP_DIRECT	GO:0001869~negative regulation of complement activation, lectin pathway	2	1.0204081632653061	0.018605781045340802	A2M, SERPING1	170	2	18082	106.36470588235294	0.9999999998999711	0.4458938667728152	26.246154245879737
GOTERM_BP_DIRECT	GO:1900138~negative regulation of phospholipase A2 activity	2	1.0204081632653061	0.018605781045340802	ANXA1, PLA2R1	170	2	18082	106.36470588235294	0.9999999998999711	0.4458938667728152	26.246154245879737
GOTERM_BP_DIRECT	GO:1905069~allantois development	2	1.0204081632653061	0.018605781045340802	BMP7, BMP5	170	2	18082	106.36470588235294	0.9999999998999711	0.4458938667728152	26.246154245879737
GOTERM_BP_DIRECT	GO:0045893~positive regulation of transcription, DNA-templated	12	6.122448979591836	0.019661395949902183	RET, KAT2B, IRF6, EBF3, SIX1, EOMES, FOXC2, CDH1, COL1A1, BMP7, WNT6, RUNX3	170	576	18082	2.2159313725490195	0.9999999999732635	0.45590139749040104	27.52163949294466
GOTERM_BP_DIRECT	GO:0030902~hindbrain development	3	1.530612244897959	0.02094497090905173	ALDH1A2, BMP7, BMP5	170	24	18082	13.295588235294117	0.9999999999946357	0.4689811404102302	29.044682412461686
GOTERM_BP_DIRECT	GO:0046697~decidualization	3	1.530612244897959	0.02094497090905173	PLA2G4A, CDH1, GJB2	170	24	18082	13.295588235294117	0.9999999999946357	0.4689811404102302	29.044682412461686
GOTERM_BP_DIRECT	GO:0071300~cellular response to retinoic acid	4	2.0408163265306123	0.0229579816483549	ALDH1A2, RET, TEAD2, COL1A1	170	65	18082	6.54552036199095	0.9999999999995698	0.49235196576548	31.37290232689709
GOTERM_BP_DIRECT	GO:0007568~aging	6	3.061224489795918	0.02330275185071864	APOD, CRYAB, GSN, COL3A1, SERPING1, GJB6	170	173	18082	3.6889493369602175	0.9999999999997209	0.48944808856812594	31.764396021485254
GOTERM_BP_DIRECT	GO:0032880~regulation of protein localization	4	2.0408163265306123	0.023890140043465524	SGK1, SIX1, CDH1, DLG1	170	66	18082	6.446345811051693	0.9999999999998666	0.49020498109015387	32.42656500947477
GOTERM_BP_DIRECT	GO:0010466~negative regulation of peptidase activity	5	2.5510204081632653	0.024168856613945786	A2M, TFPI, ITIH2, SERPING1, SERPIND1	170	117	18082	4.545500251382604	0.999999999999906	0.4865254692866313	32.73865151916653
GOTERM_BP_DIRECT	GO:0048545~response to steroid hormone	3	1.530612244897959	0.02436571059163648	LOX, PAQR5, SPP1	170	26	18082	12.27285067873303	0.9999999999999266	0.48182466054119355	32.95825876967494
GOTERM_BP_DIRECT	GO:0045766~positive regulation of angiogenesis	5	2.5510204081632653	0.026921726973407837	CYP1B1, C3, XBP1, HSPB1, ANGPT2	170	121	18082	4.395235780262518	0.999999999999997	0.509280328066551	35.74931169704328
GOTERM_BP_DIRECT	GO:0071673~positive regulation of smooth muscle cell chemotaxis	2	1.0204081632653061	0.027779211521386307	PDGFD, LPAR1	170	3	18082	70.90980392156862	0.999999999999999	0.5130378188599526	36.66095723184808
GOTERM_BP_DIRECT	GO:0035470~positive regulation of vascular wound healing	2	1.0204081632653061	0.027779211521386307	XBP1, FOXC2	170	3	18082	70.90980392156862	0.999999999999999	0.5130378188599526	36.66095723184808
GOTERM_BP_DIRECT	GO:0021502~neural fold elevation formation	2	1.0204081632653061	0.027779211521386307	BMP7, BMP5	170	3	18082	70.90980392156862	0.999999999999999	0.5130378188599526	36.66095723184808
GOTERM_BP_DIRECT	GO:0002930~trabecular meshwork development	2	1.0204081632653061	0.027779211521386307	CYP1B1, LMX1B	170	3	18082	70.90980392156862	0.999999999999999	0.5130378188599526	36.66095723184808
GOTERM_BP_DIRECT	GO:0006629~lipid metabolic process	10	5.1020408163265305	0.028810536007488844	ACOX2, PLA2G4A, PTGDS, APOD, SGMS2, UGT8A, C3, XBP1, SULT1A1, AGPAT2	170	459	18082	2.3173138536460334	0.9999999999999998	0.5187841157333922	37.74134478491686
GOTERM_BP_DIRECT	GO:0048738~cardiac muscle tissue development	3	1.530612244897959	0.02988991073402906	ALDH1A2, BMP7, BMP5	170	29	18082	11.003245436105477	0.9999999999999999	0.5248273419581746	38.85353451767216
GOTERM_BP_DIRECT	GO:0030182~neuron differentiation	5	2.5510204081632653	0.031390008843811955	ALDH1A2, RET, LMX1B, WNT6, TLX3	170	127	18082	4.187586845761927	1.0	0.5354510441141873	40.368309033343195
GOTERM_BP_DIRECT	GO:0006457~protein folding	5	2.5510204081632653	0.0321745967285993	PDIA3, CRYAB, FKBP4, PDIA4, CD74	170	128	18082	4.154871323529412	1.0	0.537472704913383	41.14647859738996
GOTERM_BP_DIRECT	GO:0048002~antigen processing and presentation of peptide antigen	2	1.0204081632653061	0.03686739744260637	H2-AA, H2-AB1	170	4	18082	53.18235294117647	1.0	0.5806030490989424	45.60554290090548
GOTERM_BP_DIRECT	GO:0003272~endocardial cushion formation	2	1.0204081632653061	0.03686739744260637	BMP7, BMP5	170	4	18082	53.18235294117647	1.0	0.5806030490989424	45.60554290090548
GOTERM_BP_DIRECT	GO:0043622~cortical microtubule organization	2	1.0204081632653061	0.03686739744260637	EZR, DLG1	170	4	18082	53.18235294117647	1.0	0.5806030490989424	45.60554290090548
GOTERM_BP_DIRECT	GO:1903753~negative regulation of p38MAPK cascade	2	1.0204081632653061	0.03686739744260637	EZR, DLG1	170	4	18082	53.18235294117647	1.0	0.5806030490989424	45.60554290090548
GOTERM_BP_DIRECT	GO:0035799~ureter maturation	2	1.0204081632653061	0.03686739744260637	ALDH1A2, RET	170	4	18082	53.18235294117647	1.0	0.5806030490989424	45.60554290090548
GOTERM_BP_DIRECT	GO:0015812~gamma-aminobutyric acid transport	2	1.0204081632653061	0.03686739744260637	SLC6A12, SLC6A13	170	4	18082	53.18235294117647	1.0	0.5806030490989424	45.60554290090548
GOTERM_BP_DIRECT	GO:0007605~sensory perception of sound	5	2.5510204081632653	0.04065217882679788	SIX1, CDH1, COL1A1, GJB6, GJB2	170	138	18082	3.8537936913895994	1.0	0.6102460115070041	48.968770094549384
GOTERM_BP_DIRECT	GO:0051216~cartilage development	4	2.0408163265306123	0.0415402926712778	LUM, MGP, BMP7, BMP5	170	82	18082	5.188522238163559	1.0	0.6116130803384182	49.729186408128136
GOTERM_BP_DIRECT	GO:0030335~positive regulation of cell migration	6	3.061224489795918	0.04208665281272213	RET, XBP1, COL1A1, PDGFD, RHOD, HSPA5	170	203	18082	3.1437844103158503	1.0	0.6098984260057732	50.19169209994636
GOTERM_BP_DIRECT	GO:0034504~protein localization to nucleus	3	1.530612244897959	0.042245129367607825	SIX1, COL1A1, BMP7	170	35	18082	9.116974789915966	1.0	0.6048113130583423	50.32509706279665
GOTERM_BP_DIRECT	GO:0035115~embryonic forelimb morphogenesis	3	1.530612244897959	0.044461518054069116	ALDH1A2, CRABP2, ALX4	170	36	18082	8.863725490196078	1.0	0.6176268130754026	52.15606093910381
GOTERM_BP_DIRECT	GO:0002474~antigen processing and presentation of peptide antigen via MHC class I	3	1.530612244897959	0.044461518054069116	PDIA3, H2-Q1, H2-D1	170	36	18082	8.863725490196078	1.0	0.6176268130754026	52.15606093910381
GOTERM_BP_DIRECT	GO:0008366~axon ensheathment	2	1.0204081632653061	0.045871126273077385	PLP1, CLDN11	170	5	18082	42.54588235294117	1.0	0.6230869493200377	53.28739115426543
GOTERM_BP_DIRECT	GO:0051660~establishment of centrosome localization	2	1.0204081632653061	0.045871126273077385	EZR, DLG1	170	5	18082	42.54588235294117	1.0	0.6230869493200377	53.28739115426543
GOTERM_BP_DIRECT	GO:0031394~positive regulation of prostaglandin biosynthetic process	2	1.0204081632653061	0.045871126273077385	PLA2G4A, ANXA1	170	5	18082	42.54588235294117	1.0	0.6230869493200377	53.28739115426543
GOTERM_BP_DIRECT	GO:0032869~cellular response to insulin stimulus	4	2.0408163265306123	0.04945821970180542	SGK1, KAT2B, ENPP1, XBP1	170	88	18082	4.83475935828877	1.0	0.645285938520389	56.054169617800106
GOTERM_BP_DIRECT	GO:0042130~negative regulation of T cell proliferation	3	1.530612244897959	0.05373970457862741	H2-AA, H2-AB1, DLG1	170	40	18082	7.97735294117647	1.0	0.6705020303884056	59.15519282558793
GOTERM_BP_DIRECT	GO:0010737~protein kinase A signaling	2	1.0204081632653061	0.054791178255054675	EZR, GAL	170	6	18082	35.45490196078431	1.0	0.6718432708628066	59.88471110627336
GOTERM_BP_DIRECT	GO:0050819~negative regulation of coagulation	2	1.0204081632653061	0.054791178255054675	THBD, ANXA5	170	6	18082	35.45490196078431	1.0	0.6718432708628066	59.88471110627336
GOTERM_BP_DIRECT	GO:0032964~collagen biosynthetic process	2	1.0204081632653061	0.054791178255054675	COL1A1, SERPINH1	170	6	18082	35.45490196078431	1.0	0.6718432708628066	59.88471110627336
GOTERM_BP_DIRECT	GO:0008283~cell proliferation	6	3.061224489795918	0.05593644598897468	FAM83D, LMX1B, SIX1, FOXC2, ENPEP, CD74	170	220	18082	2.900855614973262	1.0	0.6737759048214456	60.66538494738596
GOTERM_BP_DIRECT	GO:0042060~wound healing	4	2.0408163265306123	0.058055969823487805	SDC1, COL3A1, COL1A1, LOX	170	94	18082	4.526157697121402	1.0	0.6820064700493684	62.072696422308525
GOTERM_BP_DIRECT	GO:0010811~positive regulation of cell-substrate adhesion	3	1.530612244897959	0.05861310777806466	VTN, SPP1, EMILIN1	170	42	18082	7.597478991596639	1.0	0.6799433209885384	62.43470170669636
GOTERM_BP_DIRECT	GO:0048639~positive regulation of developmental growth	2	1.0204081632653061	0.06362832645605168	C3, DLG1	170	7	18082	30.389915966386553	1.0	0.7051304451753644	65.55056923198728
GOTERM_BP_DIRECT	GO:0006725~cellular aromatic compound metabolic process	2	1.0204081632653061	0.06362832645605168	CYP1B1, ENPEP	170	7	18082	30.389915966386553	1.0	0.7051304451753644	65.55056923198728
GOTERM_BP_DIRECT	GO:0048469~cell maturation	3	1.530612244897959	0.06619555303477018	PLP1, BFSP2, RUNX3	170	45	18082	7.090980392156863	1.0	0.7144198247175706	67.05006022562307
GOTERM_BP_DIRECT	GO:0051607~defense response to virus	5	2.5510204081632653	0.0714484399845848	IFIT3, IFIT1, IFITM2, IFITM3, OAS1G	170	167	18082	3.1845720324057765	1.0	0.7372386104724493	69.92940608712412
GOTERM_BP_DIRECT	GO:0030953~astral microtubule organization	2	1.0204081632653061	0.07238333684689788	EZR, DLG1	170	8	18082	26.591176470588234	1.0	0.7368517652635511	70.41643551491781
GOTERM_BP_DIRECT	GO:0003344~pericardium morphogenesis	2	1.0204081632653061	0.07238333684689788	BMP7, BMP5	170	8	18082	26.591176470588234	1.0	0.7368517652635511	70.41643551491781
GOTERM_BP_DIRECT	GO:0032609~interferon-gamma production	2	1.0204081632653061	0.07238333684689788	EOMES, RUNX3	170	8	18082	26.591176470588234	1.0	0.7368517652635511	70.41643551491781
GOTERM_BP_DIRECT	GO:0001658~branching involved in ureteric bud morphogenesis	3	1.530612244897959	0.07408385415535505	SIX1, WNT6, DLG1	170	48	18082	6.6477941176470585	1.0	0.7402674051942406	71.28339032775959
GOTERM_BP_DIRECT	GO:0001525~angiogenesis	6	3.061224489795918	0.07479925556495282	CYP1B1, XBP1, LEPR, ENPEP, ANGPT2, ANXA2	170	239	18082	2.6702436623184838	1.0	0.7387982354495325	71.64094216344552
GOTERM_BP_DIRECT	GO:0016049~cell growth	3	1.530612244897959	0.07677731770752827	ATP6V0E, XBP1, EMP3	170	49	18082	6.512124849939976	1.0	0.743406168410757	72.60794191882657
GOTERM_BP_DIRECT	GO:0048468~cell development	3	1.530612244897959	0.07677731770752827	IRF6, BMP7, BMP5	170	49	18082	6.512124849939976	1.0	0.743406168410757	72.60794191882657
GOTERM_BP_DIRECT	GO:0007268~chemical synaptic transmission	5	2.5510204081632653	0.07802729925803041	SNCG, SLC6A12, SLC6A13, SLC18A3, DLG1	170	172	18082	3.091997264021888	1.0	0.7444612497599596	73.20296452466106
GOTERM_BP_DIRECT	GO:0071236~cellular response to antibiotic	2	1.0204081632653061	0.08105696836566843	PLA2G4A, HSPA5	170	9	18082	23.63660130718954	1.0	0.75352026679647	74.59522958860336
GOTERM_BP_DIRECT	GO:0070307~lens fiber cell development	2	1.0204081632653061	0.08105696836566843	VIM, BFSP2	170	9	18082	23.63660130718954	1.0	0.75352026679647	74.59522958860336
GOTERM_BP_DIRECT	GO:0061384~heart trabecula morphogenesis	2	1.0204081632653061	0.08105696836566843	BMP7, BMP5	170	9	18082	23.63660130718954	1.0	0.75352026679647	74.59522958860336
GOTERM_BP_DIRECT	GO:0030850~prostate gland development	2	1.0204081632653061	0.08105696836566843	FKBP4, ANXA1	170	9	18082	23.63660130718954	1.0	0.75352026679647	74.59522958860336
GOTERM_BP_DIRECT	GO:0035456~response to interferon-beta	2	1.0204081632653061	0.08105696836566843	IFITM2, IFITM3	170	9	18082	23.63660130718954	1.0	0.75352026679647	74.59522958860336
GOTERM_BP_DIRECT	GO:0010628~positive regulation of gene expression	8	4.081632653061225	0.08117208252452887	ALDH1A2, RET, PLP1, EZR, GSN, VIM, PTGFR, WNT6	170	399	18082	2.132625681851688	1.0	0.7493882481889723	74.64676662864782
GOTERM_BP_DIRECT	GO:0043066~negative regulation of apoptotic process	10	5.1020408163265305	0.08439793568803902	IFIT3, SGK1, CRYAB, XBP1, SIX1, HSPA5, PTGFR, DNAJC3, CD74, SPP1	170	566	18082	1.8792350862606526	1.0	0.7588597944374171	76.05172743120265
GOTERM_BP_DIRECT	GO:0031532~actin cytoskeleton reorganization	3	1.530612244897959	0.08503842322734283	EZR, ANXA1, INSRR	170	52	18082	6.136425339366515	1.0	0.7570855924534585	76.32184135898238
GOTERM_BP_DIRECT	GO:0006957~complement activation, alternative pathway	2	1.0204081632653061	0.08964997297803069	C3, CFH	170	10	18082	21.272941176470585	1.0	0.77152437637296	78.18393735994108
GOTERM_BP_DIRECT	GO:0042403~thyroid hormone metabolic process	2	1.0204081632653061	0.08964997297803069	DIO2, DUOX2	170	10	18082	21.272941176470585	1.0	0.77152437637296	78.18393735994108
GOTERM_BP_DIRECT	GO:0006590~thyroid hormone generation	2	1.0204081632653061	0.08964997297803069	DIO2, DUOX2	170	10	18082	21.272941176470585	1.0	0.77152437637296	78.18393735994108
GOTERM_BP_DIRECT	GO:0060710~chorio-allantoic fusion	2	1.0204081632653061	0.08964997297803069	BMP7, BMP5	170	10	18082	21.272941176470585	1.0	0.77152437637296	78.18393735994108
GOTERM_BP_DIRECT	GO:0034629~cellular protein complex localization	2	1.0204081632653061	0.08964997297803069	EZR, DLG1	170	10	18082	21.272941176470585	1.0	0.77152437637296	78.18393735994108
GOTERM_BP_DIRECT	GO:0030198~extracellular matrix organization	4	2.0408163265306123	0.09128604926624188	FBLN1, OLFML2A, VTN, EMILIN1	170	114	18082	3.7320949432404538	1.0	0.773623066486332	78.81087379288564
GOTERM_BP_DIRECT	GO:0006958~complement activation, classical pathway	3	1.530612244897959	0.09355417698915343	C4B, C3, SERPING1	170	55	18082	5.801711229946524	1.0	0.7780455368156689	79.65208826624416
GOTERM_BP_DIRECT	GO:0031115~negative regulation of microtubule polymerization	2	1.0204081632653061	0.09816309573974921	SGK1, FKBP4	170	11	18082	19.33903743315508	1.0	0.7906724839911546	81.26585866167252
GOTERM_BP_DIRECT	GO:0043589~skin morphogenesis	2	1.0204081632653061	0.09816309573974921	COL1A2, COL1A1	170	11	18082	19.33903743315508	1.0	0.7906724839911546	81.26585866167252
GOTERM_BP_DIRECT	GO:0032060~bleb assembly	2	1.0204081632653061	0.09816309573974921	LPAR1, EMP3	170	11	18082	19.33903743315508	1.0	0.7906724839911546	81.26585866167252
GOTERM_BP_DIRECT	GO:0070301~cellular response to hydrogen peroxide	3	1.530612244897959	0.09936274293646725	CYP1B1, ANXA1, PDGFD	170	57	18082	5.598142414860681	1.0	0.7908462250595523	81.66575653805592
